POSTCODE,POST4,BUURTCODE,BUURTNAAM,WIJKCODE,WIJKNAAM,STADSDEELCODE,STADSDEELNAAM
5611ZH,5611,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5611ZJ,5611,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5611ZK,5611,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5611ZL,5611,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5611ZS,5611,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5611ZT,5611,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5611ZV,5611,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5611ZW,5611,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5611ZX,5611,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5611ZZ,5611,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5612AA,5612,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5612AB,5612,115,TU-terrein,11,Wijk Centrum,1,Stadsdeel Centrum
5612AB,5612,,,,,,
5612AB,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612AC,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612AD,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612AG,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612AJ,5612,115,TU-terrein,11,Wijk Centrum,1,Stadsdeel Centrum
5612AK,5612,115,TU-terrein,11,Wijk Centrum,1,Stadsdeel Centrum
5612AL,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612AM,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612AN,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612AP,5612,115,TU-terrein,11,Wijk Centrum,1,Stadsdeel Centrum
5612AR,5612,115,TU-terrein,11,Wijk Centrum,1,Stadsdeel Centrum
5612AS,5612,115,TU-terrein,11,Wijk Centrum,1,Stadsdeel Centrum
5612AT,5612,115,TU-terrein,11,Wijk Centrum,1,Stadsdeel Centrum
5612AV,5612,115,TU-terrein,11,Wijk Centrum,1,Stadsdeel Centrum
5612AW,5612,115,TU-terrein,11,Wijk Centrum,1,Stadsdeel Centrum
5612AX,5612,115,TU-terrein,11,Wijk Centrum,1,Stadsdeel Centrum
5612AZ,5612,115,TU-terrein,11,Wijk Centrum,1,Stadsdeel Centrum
5612BA,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BA,5612,,,,,,
5612BA,5612,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5612BB,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BC,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BD,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BE,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BG,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BH,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BJ,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BK,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BL,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BM,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BN,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BP,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BR,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BS,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BT,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BV,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BW,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BX,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612BZ,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CC,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CD,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CE,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CG,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CH,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CJ,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CK,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CL,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CM,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CN,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CP,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CR,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CR,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CR,5612,,,,,,
5612CS,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CT,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CT,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612CT,5612,,,,,,
5612CW,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DA,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DB,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DC,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DD,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DE,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DG,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DH,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DJ,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DK,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DL,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DM,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DN,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DP,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DR,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DS,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DT,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DV,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DW,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DX,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612DZ,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612EA,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612EB,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612EC,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612ED,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612EE,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612EJ,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612EK,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612EL,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612EM,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612EN,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612EP,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612ER,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612ES,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612ET,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612EV,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GA,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GB,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GC,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GD,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GE,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GG,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GH,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GJ,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GK,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GL,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GM,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GN,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GP,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GR,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GS,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GV,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GX,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612GZ,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HA,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HB,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HB,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HB,5612,,,,,,
5612HC,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HD,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HE,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HG,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HH,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HJ,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HK,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HL,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HM,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HN,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HP,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HR,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HS,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HT,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HV,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HW,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HX,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HZ,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HZ,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612HZ,5612,,,,,,
5612JA,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JC,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JD,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JJ,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JK,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JL,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JM,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JN,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JP,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JR,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JT,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JV,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612JW,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KA,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KB,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KC,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KD,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KE,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KG,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KH,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KJ,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KK,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KL,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KM,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KN,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KP,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KR,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KS,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KT,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KV,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KW,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KX,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612KZ,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LA,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LB,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LC,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LD,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LE,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LG,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LH,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LJ,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LK,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LL,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LM,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LN,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LP,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612LR,5612,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5612LV,5612,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5612LW,5612,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5612LX,5612,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5612LZ,5612,114,Fellenoord,11,Wijk Centrum,1,Stadsdeel Centrum
5612MA,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612MB,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612MC,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612MD,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612ME,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612MG,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612MH,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612MJ,5612,414,Woenselse Watermolen,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NA,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NB,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NC,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612ND,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NE,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NG,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NH,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NJ,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NJ,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NJ,5612,,,,,,
5612NL,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NM,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NN,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NP,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NR,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NT,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NV,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612NW,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PA,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PB,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PE,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PE,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PE,5612,,,,,,
5612PG,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PH,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PJ,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PK,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PL,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PM,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PN,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PP,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PR,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PS,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PT,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PV,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PW,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PX,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612PZ,5612,411,Limbeek-Noord,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RA,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RB,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RC,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RD,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RE,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RG,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RH,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RJ,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RK,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RL,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RM,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RN,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RP,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RR,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RS,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RT,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RV,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RW,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612RX,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612SB,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612SC,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612SE,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612SG,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612SH,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612SJ,5612,410,Limbeek-Zuid,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612WB,5612,412,Hemelrijken,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
5612WE,5612,413,Gildebuurt,41,Wijk Oud-Woensel,4,Stadsdeel Woensel-Zuid
